DATE,NASDAQCOM,Change
1986-05-02,383.18,0.003956297
1986-05-05,386,0.007359466
1986-05-06,386.28,0.000725389
1986-05-07,385.33,-0.002459356
1986-05-08,387.4,0.005372019
1986-05-09,389.1,0.004388229
1986-05-12,388.07,-0.002647134
1986-05-13,386.66,-0.003633365
1986-05-14,387.34,0.001758651
1986-05-15,385.75,-0.004104921
1986-05-16,384.67,-0.002799741
1986-05-19,383.74,-0.002417657
1986-05-20,385.28,0.004013134
1986-05-21,386.05,0.001998547
1986-05-22,389.62,0.009247507
1986-05-23,391.91,0.005877522
1986-05-26,391.91,0
1986-05-27,394.89,0.007603787
1986-05-28,397.16,0.005748436
1986-05-29,397.97,0.00203948
1986-05-30,400.16,0.005502927
1986-06-02,399.35,-0.00202419
1986-06-03,399.48,0.000325529
1986-06-04,399.05,-0.001076399
1986-06-05,400.03,0.002455833
1986-06-06,400.25,0.000549959
1986-06-09,394.73,-0.01379138
1986-06-10,392.83,-0.004813417
1986-06-11,395.44,0.006644095
1986-06-12,396.53,0.002756423
1986-06-13,399.59,0.007716944
1986-06-16,398.54,-0.002627693
1986-06-17,396.28,-0.005670698
1986-06-18,395.24,-0.002624407
1986-06-19,396.4,0.002934926
1986-06-20,396.88,0.001210898
1986-06-23,396.83,-0.000125983
1986-06-24,398.92,0.005266739
1986-06-25,402.22,0.008272335
1986-06-26,402.87,0.001616031
1986-06-27,403.53,0.001638246
1986-06-30,405.51,0.004906698
1986-07-01,407.61,0.005178664
1986-07-02,409.48,0.004587719
1986-07-03,411.16,0.004102764
1986-07-04,411.16,0
1986-07-07,400.96,-0.024807861
1986-07-08,390.65,-0.025713288
1986-07-09,393.39,0.007013951
1986-07-10,392.03,-0.003457129
1986-07-11,391.55,-0.001224396
1986-07-14,384.8,-0.017239178
1986-07-15,378.7,-0.015852391
1986-07-16,379.73,0.002719831
1986-07-17,381.59,0.004898217
1986-07-18,381.07,-0.001362719
1986-07-21,379.46,-0.004224946
1986-07-22,379.87,0.001080483
1986-07-23,379.85,-5.26E-05
1986-07-24,378.74,-0.002922206
1986-07-25,379.83,0.002877964
1986-07-28,374.78,-0.013295422
1986-07-29,372.03,-0.007337638
1986-07-30,370.83,-0.003225546
1986-07-31,371.37,0.001456193
1986-08-01,370.66,-0.00191184
1986-08-04,366.66,-0.010791561
1986-08-05,366.75,0.000245459
1986-08-06,364.73,-0.005507839
1986-08-07,365.05,0.000877361
1986-08-08,365.87,0.002246268
1986-08-11,369.94,0.01112417
1986-08-12,373.29,0.009055523
1986-08-13,376.92,0.009724343
1986-08-14,379.52,0.006898015
1986-08-15,380.18,0.001739039
1986-08-18,379.27,-0.002393603
1986-08-19,378.82,-0.00118649
1986-08-20,380.93,0.005569928
1986-08-21,381.15,0.000577534
1986-08-22,381.52,0.000970746
1986-08-25,379.26,-0.005923674
1986-08-26,380.49,0.003243158
1986-08-27,381.69,0.003153828
1986-08-28,382.4,0.001860148
1986-08-29,382.86,0.001202929
1986-09-01,382.86,0
1986-09-02,380.14,-0.007104425
1986-09-03,378.88,-0.003314568
1986-09-04,381.03,0.00567462
1986-09-05,378.36,-0.007007322
1986-09-08,372.78,-0.014747859
1986-09-09,369.55,-0.008664628
1986-09-10,366.8,-0.007441483
1986-09-11,353.34,-0.036695747
1986-09-12,346.78,-0.018565687
1986-09-15,345.86,-0.002652979
1986-09-16,343.67,-0.006332042
1986-09-17,346.9,0.009398551
1986-09-18,348.6,0.004900548
1986-09-19,349.43,0.002380952
1986-09-22,352.55,0.008928827
1986-09-23,353.37,0.002325911
1986-09-24,354.52,0.003254379
1986-09-25,351.49,-0.008546767
1986-09-26,351.61,0.000341404
1986-09-29,347.83,-0.010750547
1986-09-30,350.67,0.008164908
1986-10-01,352.34,0.004762312
1986-10-02,352.59,0.000709542
1986-10-03,352.75,0.000453785
1986-10-06,353.2,0.001275691
1986-10-07,352.38,-0.002321631
1986-10-08,352.9,0.00147568
1986-10-09,353.06,0.000453386
1986-10-10,353.53,0.001331218
1986-10-13,354.05,0.001470879
1986-10-14,353.77,-0.000790849
1986-10-15,355.65,0.005314187
1986-10-16,356.37,0.002024462
1986-10-17,355.72,-0.001823947
1986-10-20,353.51,-0.006212752
1986-10-21,353.1,-0.001159797
1986-10-22,353.92,0.002322288
1986-10-23,356.2,0.006442134
1986-10-24,356.66,0.001291409
1986-10-27,356.58,-0.000224303
1986-10-28,357.2,0.00173874
1986-10-29,358.45,0.00349944
1986-10-30,361.05,0.007253452
1986-10-31,360.77,-0.000775516
1986-11-03,361.14,0.001025584
1986-11-04,361.89,0.002076757
1986-11-05,362.08,0.000525021
1986-11-06,361.23,-0.002347548
1986-11-07,360.99,-0.000664397
1986-11-10,359.98,-0.002797861
1986-11-11,361.31,0.00369465
1986-11-12,361.19,-0.000332125
1986-11-13,358,-0.008831917
1986-11-14,358.59,0.001648045
1986-11-17,357.07,-0.004238824
1986-11-18,352.62,-0.012462542
1986-11-19,349.8,-0.007997278
1986-11-20,352.19,0.006832476
1986-11-21,354.65,0.006984866
1986-11-24,356.1,0.004088538
1986-11-25,356.95,0.00238697
1986-11-26,358.15,0.003361815
1986-11-27,358.15,0
1986-11-28,359.57,0.003964819
1986-12-01,357.87,-0.004727869
1986-12-02,360.71,0.007935843
1986-12-03,363.04,0.006459483
1986-12-04,364.07,0.002837153
1986-12-05,362.96,-0.003048864
1986-12-08,361.01,-0.005372493
1986-12-09,359.03,-0.005484613
1986-12-10,359.05,5.57E-05
1986-12-11,357.73,-0.003676368
1986-12-12,355.93,-0.005031728
1986-12-15,353.32,-0.007332903
1986-12-16,353.77,0.001273633
1986-12-17,352.29,-0.004183509
1986-12-18,351.38,-0.002583099
1986-12-19,352.24,0.002447493
1986-12-22,351.3,-0.002668635
1986-12-23,348.76,-0.007230288
1986-12-24,349.62,0.002465879
1986-12-25,349.62,0
1986-12-26,350.01,0.001115497
1986-12-29,348.03,-0.005656981
1986-12-30,347.32,-0.002040054
1986-12-31,348.83,0.004347576
1987-01-01,348.83,0
1987-01-02,353.26,0.012699596
1987-01-05,361.19,0.022448055
1987-01-06,366.02,0.013372463
1987-01-07,372.49,0.01767663
1987-01-08,377.54,0.013557411
1987-01-09,380.65,0.008237538
1987-01-12,385.46,0.01263628
1987-01-13,386.4,0.002438645
1987-01-14,389.95,0.009187371
1987-01-15,392.57,0.00671881
1987-01-16,389.87,-0.006877754
1987-01-19,392.59,0.006976685
1987-01-20,392.06,-0.001350009
1987-01-21,389.55,-0.006402081
1987-01-22,393.17,0.009292774
1987-01-23,392.19,-0.00249256
1987-01-26,387.98,-0.010734593
1987-01-27,390.75,0.007139543
1987-01-28,392.04,0.003301344
1987-01-29,390.98,-0.002703806
1987-01-30,392.06,0.00276229
1987-02-02,397.18,0.013059226
1987-02-03,399.38,0.00553905
1987-02-04,403.12,0.009364515
1987-02-05,405.7,0.006400079
1987-02-06,406.91,0.002982499
1987-02-09,405.78,-0.002777027
1987-02-10,403.5,-0.005618808
1987-02-11,408.25,0.011771995
1987-02-12,409.18,0.002278016
1987-02-13,412.48,0.00806491
1987-02-16,412.48,0
1987-02-17,418.18,0.013818852
1987-02-18,417.09,-0.002606533
1987-02-19,417.03,-0.000143854
1987-02-20,417.24,0.000503561
1987-02-23,415.22,-0.004841338
1987-02-24,417.39,0.005226145
1987-02-25,421.01,0.008672944
1987-02-26,422.93,0.004560462
1987-02-27,424.97,0.004823493
1987-03-02,423.91,-0.002494294
1987-03-03,423.56,-0.000825647
1987-03-04,426.74,0.007507791
1987-03-05,429,0.005295965
1987-03-06,429.45,0.001048951
1987-03-09,426.79,-0.006193969
1987-03-10,429.39,0.006091989
1987-03-11,431.43,0.004750926
1987-03-12,432.48,0.002433767
1987-03-13,431.97,-0.001179245
1987-03-16,430.86,-0.002569623
1987-03-17,434.79,0.009121292
1987-03-18,435.16,0.000850986
1987-03-19,437,0.00422833
1987-03-20,439.64,0.00604119
1987-03-23,438.04,-0.003639341
1987-03-24,438.13,0.000205461
1987-03-25,437.48,-0.001483578
1987-03-26,438.71,0.002811557
1987-03-27,436.85,-0.004239703
1987-03-30,427.07,-0.022387547
1987-03-31,430.05,0.006977779
1987-04-01,428.34,-0.003976282
1987-04-02,432.07,0.008708036
1987-04-03,437.36,0.012243386
1987-04-06,437.78,0.000960307
1987-04-07,434.01,-0.008611631
1987-04-08,434.91,0.002073685
1987-04-09,431.99,-0.006714033
1987-04-10,430.93,-0.002453761
1987-04-13,423.71,-0.016754461
1987-04-14,413.2,-0.024804701
1987-04-15,416.32,0.007550823
1987-04-16,419.46,0.007542275
1987-04-17,419.46,0
1987-04-20,417.73,-0.00412435
1987-04-21,418.56,0.001986929
1987-04-22,418.16,-0.000955657
1987-04-23,417.43,-0.001745743
1987-04-24,412.62,-0.01152289
1987-04-27,409.67,-0.007149435
1987-04-28,411.94,0.005541045
1987-04-29,414.2,0.005486236
1987-04-30,417.81,0.008715596
1987-05-01,418.44,0.001507862
1987-05-04,418.45,2.39E-05
1987-05-05,422.43,0.009511292
1987-05-06,422.38,-0.000118363
1987-05-07,422.63,0.000591884
1987-05-08,423.17,0.001277713
1987-05-11,422.16,-0.002386748
1987-05-12,420.53,-0.003861095
1987-05-13,421.91,0.003281573
1987-05-14,422.65,0.001753929
1987-05-15,418.88,-0.00891991
1987-05-18,413.54,-0.012748281
1987-05-19,408.15,-0.013033806
1987-05-20,406.57,-0.003871126
1987-05-21,408.47,0.004673242
1987-05-22,407.4,-0.002619531
1987-05-25,407.4,0
1987-05-26,411.44,0.009916544
1987-05-27,412.59,0.002795061
1987-05-28,414.35,0.004265736
1987-05-29,416.54,0.005285387
1987-06-01,415.01,-0.003673117
1987-06-02,413.6,-0.003397508
1987-06-03,415.9,0.005560928
1987-06-04,417.41,0.00363068
1987-06-05,417.82,0.000982248
1987-06-08,419.41,0.003805466
1987-06-09,421.67,0.005388522
1987-06-10,422.81,0.002703536
1987-06-11,423.37,0.001324472
1987-06-12,425.38,0.00474762
1987-06-15,425.39,2.35E-05
1987-06-16,427.53,0.005030678
1987-06-17,428.44,0.002128506
1987-06-18,428.97,0.001237046
1987-06-19,429.08,0.000256428
1987-06-22,429.25,0.000396197
1987-06-23,427.98,-0.002958649
1987-06-24,427.26,-0.001682322
1987-06-25,427.2,-0.00014043
1987-06-26,426.68,-0.001217228
1987-06-29,426.48,-0.000468735
1987-06-30,424.67,-0.004244044
1987-07-01,424.46,-0.000494502
1987-07-02,425.88,0.003345427
1987-07-03,425.88,0
1987-07-06,425.1,-0.001831502
1987-07-07,424.55,-0.001293813
1987-07-08,424.93,0.000895065
1987-07-09,425.58,0.001529664
1987-07-10,426,0.000986888
1987-07-13,426.53,0.001244131
1987-07-14,431.14,0.010808149
1987-07-15,431.21,0.00016236
1987-07-16,433.21,0.004638111
1987-07-17,434.08,0.002008264
1987-07-20,431.51,-0.005920568
1987-07-21,429.37,-0.004959329
1987-07-22,429.3,-0.00016303
1987-07-23,427.63,-0.003890054
1987-07-24,429.13,0.003507705
1987-07-27,428.87,-0.000605877
1987-07-28,429.97,0.00256488
1987-07-29,431.2,0.002860665
1987-07-30,433.57,0.005496289
1987-07-31,434.93,0.003136748
1987-08-03,433.13,-0.004138597
1987-08-04,432.77,-0.000831159
1987-08-05,436.26,0.00806433
1987-08-06,440.8,0.010406638
1987-08-07,443.58,0.006306715
1987-08-10,446.27,0.006064295
1987-08-11,449.36,0.006924059
1987-08-12,449.23,-0.0002893
1987-08-13,451.55,0.005164392
1987-08-14,451.61,0.000132876
1987-08-17,451.65,8.86E-05
1987-08-18,446.76,-0.010826968
1987-08-19,447.95,0.002663623
1987-08-20,452.75,0.010715482
1987-08-21,455.2,0.005411375
1987-08-24,453.8,-0.003075571
1987-08-25,455.1,0.002864698
1987-08-26,455.26,0.000351571
1987-08-27,454.79,-0.001032377
1987-08-28,453.29,-0.003298226
1987-08-31,454.97,0.003706237
1987-09-01,452.5,-0.005428929
1987-09-02,448.93,-0.007889503
1987-09-03,448.36,-0.001269686
1987-09-04,446.48,-0.004193059
1987-09-07,446.48,0
1987-09-08,437.6,-0.019888909
1987-09-09,439.19,0.003633455
1987-09-10,443.48,0.009767982
1987-09-11,446.17,0.006065662
1987-09-14,445.49,-0.001524083
1987-09-15,441.94,-0.007968754
1987-09-16,440.85,-0.002466398
1987-09-17,440.75,-0.000226835
1987-09-18,440.86,0.000249575
1987-09-21,436.01,-0.011001225
1987-09-22,437.9,0.004334763
1987-09-23,440.7,0.006394154
1987-09-24,441.24,0.001225323
1987-09-25,441.88,0.001450458
1987-09-28,442.29,0.000927854
1987-09-29,441.86,-0.000972213
1987-09-30,444.29,0.005499479
1987-10-01,448.45,0.009363254
1987-10-02,451.61,0.007046493
1987-10-05,453.63,0.004472886
1987-10-06,447.51,-0.013491171
1987-10-07,444.64,-0.006413265
1987-10-08,440.03,-0.010367938
1987-10-09,438.43,-0.003636116
1987-10-12,433.04,-0.012293867
1987-10-13,434.81,0.004087382
1987-10-14,428.28,-0.015018054
1987-10-15,422.51,-0.013472495
1987-10-16,406.33,-0.038294952
1987-10-19,360.21,-0.113503802
1987-10-20,327.79,-0.090003054
1987-10-21,351.86,0.07343116
1987-10-22,336.13,-0.044705281
1987-10-23,328.45,-0.022848303
1987-10-26,298.9,-0.089968032
1987-10-27,296.34,-0.008564737
1987-10-28,291.88,-0.01505028
1987-10-29,307.05,0.051973414
1987-10-30,323.3,0.052922977
1987-11-02,328.33,0.015558305
1987-11-03,320.66,-0.023360643
1987-11-04,320.13,-0.001652841
1987-11-05,326.18,0.018898572
1987-11-06,326.39,0.000643816
1987-11-09,320.43,-0.018260363
1987-11-10,315.19,-0.016353026
1987-11-11,317.8,0.00828072
1987-11-12,324,0.019509125
1987-11-13,322.97,-0.003179012
1987-11-16,322.37,-0.001857758
1987-11-17,316.75,-0.017433384
1987-11-18,318.22,0.004640884
1987-11-19,313.93,-0.013481239
1987-11-20,312.49,-0.00458701
1987-11-23,313.13,0.002048066
1987-11-24,316.68,0.011337144
1987-11-25,317.78,0.003473538
1987-11-26,317.78,0
1987-11-27,316.47,-0.004122349
1987-11-30,305.16,-0.035737985
1987-12-01,305.24,0.000262158
1987-12-02,305.22,-6.55E-05
1987-12-03,298.75,-0.021197825
1987-12-04,292.92,-0.019514644
1987-12-07,294.77,0.006315718
1987-12-08,297.96,0.010821997
1987-12-09,301.95,0.013391059
1987-12-10,300.81,-0.00377546
1987-12-11,302.57,0.005850869
1987-12-14,309.36,0.022441088
1987-12-15,312.68,0.010731833
1987-12-16,319.25,0.021011897
1987-12-17,319.51,0.000814409
1987-12-18,326.91,0.023160464
1987-12-21,328.67,0.005383745
1987-12-22,327.3,-0.004168315
1987-12-23,331.48,0.012771158
1987-12-24,333.19,0.005158682
1987-12-25,333.19,0
1987-12-28,325.6,-0.022779795
1987-12-29,325.53,-0.000214988
1987-12-30,329.7,0.012809879
1987-12-31,330.47,0.002335456
1988-01-01,330.47,0
1988-01-04,338.48,0.024238206
1988-01-05,344.07,0.016515008
1988-01-06,346.72,0.007701921
1988-01-07,349.66,0.008479465
1988-01-08,338.47,-0.032002517
1988-01-11,336.2,-0.006706651
1988-01-12,331.97,-0.012581797
1988-01-13,332.68,0.002138747
1988-01-14,334.23,0.004659132
1988-01-15,340.14,0.017682434
1988-01-18,340.53,0.001146587
1988-01-19,340.36,-0.000499222
1988-01-20,333.68,-0.019626278
1988-01-21,334.25,0.001708223
1988-01-22,337.59,0.009992521
1988-01-25,340.51,0.008649545
1988-01-26,339.22,-0.003788435
1988-01-27,339.8,0.001709805
1988-01-28,342.36,0.007533843
1988-01-29,344.66,0.006718075
1988-02-01,346.2,0.004468172
1988-02-02,347.19,0.002859619
1988-02-03,343.71,-0.01002333
1988-02-04,344.66,0.002763958
1988-02-05,345.75,0.003162537
1988-02-08,344.52,-0.003557484
1988-02-09,344.97,0.001306165
1988-02-10,349.32,0.012609792
1988-02-11,351.04,0.004923852
1988-02-12,353.27,0.006352552
1988-02-15,353.27,0
1988-02-16,354.74,0.004161123
1988-02-17,355.28,0.001522242
1988-02-18,355.63,0.000985138
1988-02-19,357.12,0.004189748
1988-02-22,359.98,0.008008513
1988-02-23,361.08,0.003055725
1988-02-24,363.14,0.005705107
1988-02-25,363.62,0.001321804
1988-02-26,363.4,-0.000605027
1988-02-29,366.94,0.009741332
1988-03-01,367.32,0.001035592
1988-03-02,370.38,0.008330611
1988-03-03,372.01,0.004400886
1988-03-04,373.37,0.003655816
1988-03-07,374.54,0.003133621
1988-03-08,376.93,0.006381161
1988-03-09,380.28,0.008887592
1988-03-10,376.76,-0.009256337
1988-03-11,375.48,-0.003397388
1988-03-14,376.67,0.003169277
1988-03-15,376.57,-0.000265484
1988-03-16,378.54,0.005231431
1988-03-17,380.7,0.005706134
1988-03-18,381.58,0.002311531
1988-03-21,378.57,-0.007888254
1988-03-22,379.76,0.003143408
1988-03-23,380.09,0.00086897
1988-03-24,375.6,-0.011812992
1988-03-25,372.54,-0.008146965
1988-03-28,370.42,-0.005690664
1988-03-29,372.96,0.006857081
1988-03-30,371.78,-0.003163878
1988-03-31,374.64,0.007692722
1988-04-01,374.64,0
1988-04-04,371.89,-0.00734038
1988-04-05,373.41,0.00408723
1988-04-06,377.74,0.011595833
1988-04-07,378.88,0.003017949
1988-04-08,381.83,0.007786106
1988-04-11,382.52,0.001807087
1988-04-12,383.38,0.002248248
1988-04-13,383.41,7.83E-05
1988-04-14,374.52,-0.023186667
1988-04-15,373.9,-0.001655452
1988-04-18,375.11,0.003236159
1988-04-19,376.86,0.004665298
1988-04-20,374.24,-0.006952184
1988-04-21,373.2,-0.002778965
1988-04-22,374.04,0.002250804
1988-04-25,375.27,0.003288418
1988-04-26,377.84,0.006848402
1988-04-27,378.67,0.002196697
1988-04-28,378.77,0.000264082
1988-04-29,379.23,0.001214457
1988-05-02,379.74,0.00134483
1988-05-03,382.23,0.006557118
1988-05-04,381.62,-0.001595898
1988-05-05,379.51,-0.00552906
1988-05-06,379.42,-0.000237148
1988-05-09,376.27,-0.008302145
1988-05-10,375.43,-0.002232439
1988-05-11,369.24,-0.016487761
1988-05-12,370.23,0.002681183
1988-05-13,372.48,0.006077303
1988-05-16,373.35,0.002335696
1988-05-17,372.27,-0.002892728
1988-05-18,366.99,-0.014183254
1988-05-19,366.25,-0.002016404
1988-05-20,366.03,-0.000600683
1988-05-23,363.26,-0.007567686
1988-05-24,365.16,0.005230413
1988-05-25,365.73,0.00156096
1988-05-26,367.29,0.004265442
1988-05-27,366.66,-0.001715266
1988-05-30,366.66,0
1988-05-31,370.34,0.010036546
1988-06-01,374.81,0.01206999
1988-06-02,374.65,-0.000426883
1988-06-03,376.86,0.005898839
1988-06-06,379.35,0.006607228
1988-06-07,379.32,-7.91E-05
1988-06-08,383.41,0.010782453
1988-06-09,384.6,0.003103727
1988-06-10,386.25,0.004290172
1988-06-13,386.81,0.001449838
1988-06-14,388.53,0.004446628
1988-06-15,389.08,0.001415592
1988-06-16,387.1,-0.005088928
1988-06-17,386.92,-0.000464996
1988-06-20,385.99,-0.002403598
1988-06-21,387.75,0.004559704
1988-06-22,390.53,0.007169568
1988-06-23,391.03,0.001280311
1988-06-24,391.62,0.001508836
1988-06-27,389,-0.006690159
1988-06-28,391.67,0.006863753
1988-06-29,391.66,-2.55E-05
1988-06-30,394.66,0.007659705
1988-07-01,394.69,7.60E-05
1988-07-04,394.69,0
1988-07-05,396.11,0.00359776
1988-07-06,395.45,-0.001666204
1988-07-07,395.43,-5.06E-05
1988-07-08,394.33,-0.002781782
1988-07-11,394.15,-0.00045647
1988-07-12,393.52,-0.001598376
1988-07-13,393.56,0.000101647
1988-07-14,394.67,0.002820409
1988-07-15,394.59,-0.000202701
1988-07-18,394.77,0.00045617
1988-07-19,391.28,-0.008840591
1988-07-20,391.63,0.0008945
1988-07-21,388.86,-0.007073003
1988-07-22,387.35,-0.003883146
1988-07-25,387.12,-0.000593778
1988-07-26,385.79,-0.003435627
1988-07-27,383.32,-0.006402447
1988-07-28,384.08,0.001982678
1988-07-29,387.33,0.008461779
1988-08-01,388,0.001729791
1988-08-02,387.8,-0.000515464
1988-08-03,388.52,0.001856627
1988-08-04,388.86,0.000875116
1988-08-05,387.71,-0.002957363
1988-08-08,387.66,-0.000128962
1988-08-09,384.23,-0.00884796
1988-08-10,378.51,-0.014886917
1988-08-11,379.11,0.001585163
1988-08-12,378.95,-0.000422041
1988-08-15,374.07,-0.012877688
1988-08-16,375.66,0.004250541
1988-08-17,376.22,0.00149071
1988-08-18,377.22,0.002658019
1988-08-19,377.42,0.000530195
1988-08-22,373.73,-0.009776906
1988-08-23,373.53,-0.000535146
1988-08-24,376.03,0.006692903
1988-08-25,374.04,-0.005292131
1988-08-26,374.43,0.001042669
1988-08-29,376.21,0.004753893
1988-08-30,376.49,0.000744265
1988-08-31,376.55,0.000159367
1988-09-01,372.96,-0.009533926
1988-09-02,376.51,0.009518447
1988-09-05,376.51,0
1988-09-06,377.33,0.002177897
1988-09-07,377.96,0.001669626
1988-09-08,379.73,0.004683035
1988-09-09,381.6,0.004924552
1988-09-12,382.07,0.001231656
1988-09-13,382.38,0.00081137
1988-09-14,383.85,0.003844343
1988-09-15,382.7,-0.002995962
1988-09-16,383.91,0.003161745
1988-09-19,383.44,-0.001224245
1988-09-20,384.1,0.00172126
1988-09-21,384.91,0.002108826
1988-09-22,384.86,-0.0001299
1988-09-23,384.97,0.000285818
1988-09-26,382.75,-0.005766683
1988-09-27,382.22,-0.001384716
1988-09-28,383.28,0.002773272
1988-09-29,386.05,0.007227092
1988-09-30,387.71,0.004299961
1988-10-03,384.48,-0.008330969
1988-10-04,384.2,-0.000728256
1988-10-05,384.52,0.0008329
1988-10-06,385.15,0.001638406
1988-10-07,385.67,0.001350123
1988-10-10,385.49,-0.00046672
1988-10-11,385.28,-0.000544761
1988-10-12,382.55,-0.007085756
1988-10-13,383.46,0.002378774
1988-10-14,384.59,0.002946852
1988-10-17,385.01,0.001092072
1988-10-18,386.25,0.003220696
1988-10-19,385.76,-0.001268608
1988-10-20,388.62,0.007413936
1988-10-21,388.59,-7.72E-05
1988-10-24,387.23,-0.003499833
1988-10-25,386.12,-0.002866513
1988-10-26,385.19,-0.002408578
1988-10-27,381.77,-0.008878735
1988-10-28,382.79,0.002671766
1988-10-31,382.46,-0.000862091
1988-11-01,382.35,-0.000287612
1988-11-02,381.78,-0.001490781
1988-11-03,382.77,0.002593116
1988-11-04,381.02,-0.004571936
1988-11-07,376.51,-0.011836649
1988-11-08,378.84,0.006188415
1988-11-09,377.74,-0.0029036
1988-11-10,378.4,0.001747234
1988-11-11,373.76,-0.012262156
1988-11-14,372.36,-0.003745719
1988-11-15,372.13,-0.000617682
1988-11-16,367.79,-0.011662591
1988-11-17,367.43,-0.000978819
1988-11-18,367.58,0.000408241
1988-11-21,365.07,-0.006828446
1988-11-22,365.36,0.000794368
1988-11-23,367.76,0.006568864
1988-11-24,367.76,0
1988-11-25,366.38,-0.003752447
1988-11-28,366.09,-0.000791528
1988-11-29,368.15,0.005627032
1988-11-30,371.45,0.008963738
1988-12-01,373.87,0.006515009
1988-12-02,373.91,0.000106989
1988-12-05,375.41,0.004011661
1988-12-06,377,0.004235369
1988-12-07,376.36,-0.001697613
1988-12-08,375.22,-0.003029015
1988-12-09,375.2,-5.33E-05
1988-12-12,374.2,-0.002665245
1988-12-13,372.98,-0.003260289
1988-12-14,372.77,-0.000563033
1988-12-15,373.01,0.000643829
1988-12-16,375.8,0.007479692
1988-12-19,376.39,0.001569984
1988-12-20,376.05,-0.000903318
1988-12-21,375.6,-0.001196649
1988-12-22,376.5,0.002396166
1988-12-23,377.34,0.002231076
1988-12-26,377.34,0
1988-12-27,376.64,-0.001855091
1988-12-28,376.76,0.000318607
1988-12-29,379.05,0.00607814
1988-12-30,381.38,0.006146946
1989-01-02,381.38,0
1989-01-03,378.56,-0.0073942
1989-01-04,382.76,0.011094675
1989-01-05,383.79,0.002690981
1989-01-06,384.74,0.002475312
1989-01-09,385.28,0.001403545
1989-01-10,384.59,-0.001790905
1989-01-11,385.31,0.001872124
1989-01-12,387.01,0.004412032
1989-01-13,387.09,0.000206713
1989-01-16,387.36,0.000697512
1989-01-17,386.05,-0.003381867
1989-01-18,388.88,0.007330657
1989-01-19,391.08,0.005657272
1989-01-20,391.66,0.001483073
1989-01-23,389.99,-0.004263902
1989-01-24,391.99,0.005128337
1989-01-25,394.03,0.005204214
1989-01-26,397.09,0.007765906
1989-01-27,397.96,0.002190939
1989-01-30,399.22,0.003166147
1989-01-31,401.3,0.00521016
1989-02-01,403.23,0.00480937
1989-02-02,405.16,0.00478635
1989-02-03,406.35,0.002937111
1989-02-06,406,-0.000861326
1989-02-07,409.19,0.007857143
1989-02-08,407.97,-0.0029815
1989-02-09,406.39,-0.003872834
1989-02-10,402.37,-0.009891976
1989-02-13,401.27,-0.002733802
1989-02-14,402.02,0.001869066
1989-02-15,404.17,0.005347993
1989-02-16,405.7,0.003785536
1989-02-17,407.19,0.003672665
1989-02-20,407.19,0
1989-02-21,406.38,-0.001989243
1989-02-22,402.49,-0.009572321
1989-02-23,403.07,0.00144103
1989-02-24,399.96,-0.007715781
1989-02-27,398.94,-0.002550255
1989-02-28,399.71,0.001930115
1989-03-01,399.8,0.000225163
1989-03-02,402.53,0.006828414
1989-03-03,403.99,0.003627059
1989-03-06,406.26,0.005618951
1989-03-07,406.18,-0.000196918
1989-03-08,406.4,0.000541632
1989-03-09,405.67,-0.00179626
1989-03-10,405.9,0.000566963
1989-03-13,406.56,0.001626016
1989-03-14,406.01,-0.001352814
1989-03-15,406.98,0.002389104
1989-03-16,409.51,0.006216522
1989-03-17,402.19,-0.017875021
1989-03-20,398.5,-0.009174768
1989-03-21,401.77,0.008205772
1989-03-22,400.57,-0.002986783
1989-03-23,400.94,0.000923684
1989-03-24,400.94,0
1989-03-27,400.56,-0.000947773
1989-03-28,402.6,0.00509287
1989-03-29,403.7,0.00273224
1989-03-30,404.56,0.002130295
1989-03-31,406.73,0.005363852
1989-04-03,407.65,0.002261943
1989-04-04,407.18,-0.00115295
1989-04-05,408.3,0.002750626
1989-04-06,408.2,-0.000244918
1989-04-07,410.71,0.006148947
1989-04-10,411.14,0.001046967
1989-04-11,413.54,0.005837428
1989-04-12,415.68,0.005174832
1989-04-13,413.86,-0.004378368
1989-04-14,417.68,0.009230174
1989-04-17,417.76,0.000191534
1989-04-18,420.72,0.007085408
1989-04-19,421.91,0.002828485
1989-04-20,421.51,-0.000948069
1989-04-21,423.76,0.005337952
1989-04-24,423.18,-0.001368699
1989-04-25,422.71,-0.001110638
1989-04-26,423.38,0.001585011
1989-04-27,426.18,0.006613444
1989-04-28,427.55,0.003214604
1989-05-01,427.47,-0.000187113
1989-05-02,428.03,0.001310033
1989-05-03,428.84,0.001892391
1989-05-04,429.23,0.00090943
1989-05-05,430.74,0.003517927
1989-05-08,429.32,-0.003296652
1989-05-09,428.97,-0.000815243
1989-05-10,429.64,0.001561881
1989-05-11,430.63,0.002304255
1989-05-12,434.83,0.009753152
1989-05-15,436.21,0.003173654
1989-05-16,435.66,-0.001260861
1989-05-17,438.52,0.006564752
1989-05-18,439.81,0.002941713
1989-05-19,442.05,0.005093108
1989-05-22,441.78,-0.000610791
1989-05-23,440.15,-0.003689619
1989-05-24,441.49,0.003044417
1989-05-25,442.89,0.00317108
1989-05-26,445.21,0.005238321
1989-05-29,445.21,0
1989-05-30,444.21,-0.002246131
1989-05-31,446.17,0.004412328
1989-06-01,448.32,0.004818791
1989-06-02,451.63,0.007383119
1989-06-05,447.84,-0.008391825
1989-06-06,447.96,0.000267953
1989-06-07,452.2,0.009465131
1989-06-08,453.99,0.003958425
